year,month,district,rainfall_mm,duration_days,main_cause,severity,latitude,longitude,land_use,curve_number,runoff_mm,flood_depth_m,risk_zone,flow_dir,flow_acc
2000,5,Tirunelveli,530.6,1,Heavy Rainfall,High,8.7139,77.7567,Forest,74,392.64,0.239,Low,7,1102
2000,5,Thoothukudi,138.6,7,Heavy Rainfall,Medium,8.7642,78.1348,Urban,79,109.49,0.049,Low,4,4013
2000,5,Vellore,505.4,3,Cyclone,High,12.9165,79.1325,Urban,79,399.27,0.202,Low,5,4461
2000,5,Kanchipuram,334.1,6,Dam Release,Medium,12.8342,79.7036,Urban,79,263.94,0.141,Low,1,2618
2000,5,Tiruvallur,545.7,8,River Overflow,High,13.143,79.9089,Forest,74,403.82,0.249,Low,3,2285
2000,5,Thanjavur,420.9,5,Cyclone,High,10.7867,79.1378,Water,94,395.65,0.179,Low,5,3625
2000,5,Nagapattinam,497.9,9,Heavy Rainfall,High,10.766,79.8424,Agriculture,67,333.59,0.177,Low,4,2342
2000,5,Cuddalore,93.3,3,Urban Drainage Failure,Low,11.7447,79.768,Agriculture,67,62.51,0.033,Low,8,2193
2000,5,Villupuram,484.7,4,Cyclone,High,11.9369,79.4873,Agriculture,67,324.75,0.135,Low,3,648
2000,5,Kanyakumari,274.5,8,Urban Drainage Failure,High,8.0883,77.5385,Urban,79,216.86,0.094,Low,5,1438
2000,5,Dindigul,420.9,4,Dam Release,High,10.3673,77.9803,Urban,79,332.51,0.225,Low,1,892
2000,5,Karur,332.5,9,River Overflow,High,10.9601,78.0766,Barren,81,269.33,0.18,Low,5,3368
2000,5,Namakkal,221.7,9,River Overflow,High,11.2194,78.1674,Agriculture,67,148.54,0.062,Low,6,720
2000,5,Krishnagiri,380.0,1,Heavy Rainfall,Medium,12.5277,78.2144,Barren,81,307.8,0.128,Low,2,2422
2000,5,Dharmapuri,296.2,4,River Overflow,Medium,12.1277,78.1579,Urban,79,234.0,0.094,Low,4,3661
2000,6,Chennai,472.5,4,Heavy Rainfall,High,13.0827,80.2707,Agriculture,67,316.58,0.187,Low,7,1794
2000,6,Coimbatore,370.5,6,Dam Release,Medium,11.0168,76.9558,Barren,81,300.1,0.108,Low,1,2784
2000,6,Madurai,74.8,3,Dam Release,Low,9.9252,78.1198,Forest,74,55.35,0.037,Low,5,1835
2000,6,Trichy,298.6,10,Dam Release,High,10.7905,78.7047,Agriculture,67,200.06,0.128,Low,8,4001
2000,6,Salem,68.8,2,Cyclone,Low,11.6643,78.146,Urban,79,54.35,0.031,Low,3,4853
2000,6,Erode,586.9,1,River Overflow,High,11.341,77.7172,Agriculture,67,393.22,0.155,Low,1,1447
2000,6,Tirunelveli,179.2,10,Dam Release,High,8.7139,77.7567,Water,94,168.45,0.104,Low,8,1883
2000,6,Thoothukudi,406.2,4,Cyclone,High,8.7642,78.1348,Water,94,381.83,0.132,Low,2,4470
2000,6,Vellore,264.2,9,Dam Release,High,12.9165,79.1325,Forest,74,195.51,0.093,Low,7,1367
2000,6,Kanchipuram,223.0,10,Cyclone,High,12.8342,79.7036,Agriculture,67,149.41,0.072,Low,6,940
2000,6,Tiruvallur,97.0,10,Urban Drainage Failure,High,13.143,79.9089,Urban,79,76.63,0.026,Low,6,4869
2000,6,Thanjavur,329.6,10,Cyclone,High,10.7867,79.1378,Forest,74,243.9,0.17,Low,2,3160
2000,6,Nagapattinam,307.3,7,River Overflow,Medium,10.766,79.8424,Water,94,288.86,0.128,Low,6,315
2000,6,Cuddalore,371.0,1,Heavy Rainfall,Medium,11.7447,79.768,Barren,81,300.51,0.163,Low,1,2616
2000,6,Villupuram,583.5,4,Heavy Rainfall,High,11.9369,79.4873,Water,94,548.49,0.322,Medium,4,1440
2000,6,Kanyakumari,202.8,4,Heavy Rainfall,Medium,8.0883,77.5385,Forest,74,150.07,0.093,Low,3,312
2000,6,Dindigul,380.2,7,River Overflow,Medium,10.3673,77.9803,Barren,81,307.96,0.173,Low,5,978
2000,6,Karur,199.7,6,Heavy Rainfall,Medium,10.9601,78.0766,Barren,81,161.76,0.086,Low,1,3603
2000,6,Namakkal,290.0,3,Dam Release,Medium,11.2194,78.1674,Agriculture,67,194.3,0.122,Low,8,4342
2000,6,Krishnagiri,116.0,1,Cyclone,Low,12.5277,78.2144,Agriculture,67,77.72,0.053,Low,7,1810
2000,6,Dharmapuri,476.2,1,Urban Drainage Failure,High,12.1277,78.1579,Urban,79,376.2,0.237,Low,2,3563
2000,7,Chennai,305.6,1,Urban Drainage Failure,Medium,13.0827,80.2707,Water,94,287.26,0.11,Low,5,4836
2000,7,Coimbatore,495.9,10,River Overflow,High,11.0168,76.9558,Agriculture,67,332.25,0.215,Low,8,2046
2000,7,Madurai,165.2,5,Heavy Rainfall,Medium,9.9252,78.1198,Agriculture,67,110.68,0.034,Low,2,4707
2000,7,Trichy,283.4,7,River Overflow,Medium,10.7905,78.7047,Forest,74,209.72,0.12,Low,8,4378
2000,7,Salem,221.3,3,River Overflow,Medium,11.6643,78.146,Forest,74,163.76,0.052,Low,4,3515
2000,7,Erode,275.7,8,River Overflow,High,11.341,77.7172,Agriculture,67,184.72,0.096,Low,7,4985
2000,7,Tirunelveli,134.2,7,Urban Drainage Failure,Medium,8.7139,77.7567,Water,94,126.15,0.061,Low,1,120
2000,7,Thoothukudi,392.8,8,Dam Release,High,8.7642,78.1348,Agriculture,67,263.18,0.137,Low,1,4396
2000,7,Vellore,135.0,10,Heavy Rainfall,High,12.9165,79.1325,Water,94,126.9,0.061,Low,3,3321
2000,7,Kanchipuram,95.9,3,Heavy Rainfall,Low,12.8342,79.7036,Forest,74,70.97,0.045,Low,4,3445
2000,7,Tiruvallur,350.4,9,River Overflow,High,13.143,79.9089,Agriculture,67,234.77,0.115,Low,5,1990
2000,7,Thanjavur,405.2,2,Dam Release,High,10.7867,79.1378,Agriculture,67,271.48,0.185,Low,2,4987
2000,7,Nagapattinam,113.2,2,Urban Drainage Failure,Low,10.766,79.8424,Barren,81,91.69,0.05,Low,5,1284
2000,7,Cuddalore,364.3,4,Urban Drainage Failure,Medium,11.7447,79.768,Water,94,342.44,0.15,Low,3,3594
2000,7,Villupuram,457.9,8,Urban Drainage Failure,High,11.9369,79.4873,Forest,74,338.85,0.176,Low,7,4332
2000,7,Kanyakumari,78.3,2,Urban Drainage Failure,Low,8.0883,77.5385,Forest,74,57.94,0.026,Low,4,1275
2000,7,Dindigul,466.2,7,Dam Release,High,10.3673,77.9803,Water,94,438.23,0.217,Low,8,2076
2000,7,Karur,525.7,7,Urban Drainage Failure,High,10.9601,78.0766,Water,94,494.16,0.261,Low,3,3426
2000,7,Namakkal,259.2,10,River Overflow,High,11.2194,78.1674,Forest,74,191.81,0.077,Low,3,2627
2000,7,Krishnagiri,151.8,6,Heavy Rainfall,Medium,12.5277,78.2144,Agriculture,67,101.71,0.038,Low,4,1100
2000,7,Dharmapuri,131.1,10,Cyclone,High,12.1277,78.1579,Forest,74,97.01,0.051,Low,6,1986
2000,8,Chennai,582.9,6,Cyclone,High,13.0827,80.2707,Urban,79,460.49,0.144,Low,2,1626
2000,8,Coimbatore,404.8,1,Dam Release,High,11.0168,76.9558,Forest,74,299.55,0.102,Low,8,1709
2000,8,Madurai,332.0,6,Heavy Rainfall,Medium,9.9252,78.1198,Agriculture,67,222.44,0.124,Low,1,2073
2000,8,Trichy,156.8,10,River Overflow,High,10.7905,78.7047,Barren,81,127.01,0.05,Low,7,4446
2000,8,Salem,360.2,2,Urban Drainage Failure,Medium,11.6643,78.146,Urban,79,284.56,0.114,Low,1,4597
2000,8,Erode,302.9,5,Urban Drainage Failure,Medium,11.341,77.7172,Forest,74,224.15,0.141,Low,6,599
2000,8,Tirunelveli,297.1,8,Cyclone,High,8.7139,77.7567,Forest,74,219.85,0.134,Low,3,2557
2000,8,Thoothukudi,543.2,9,Urban Drainage Failure,High,8.7642,78.1348,Urban,79,429.13,0.281,Low,8,4378
2000,8,Vellore,349.5,3,Dam Release,Medium,12.9165,79.1325,Barren,81,283.1,0.129,Low,4,527
2000,8,Kanchipuram,339.3,8,Cyclone,High,12.8342,79.7036,Agriculture,67,227.33,0.093,Low,5,1902
2000,8,Tiruvallur,593.7,9,Cyclone,High,13.143,79.9089,Barren,81,480.9,0.191,Low,1,921
2000,8,Thanjavur,351.1,3,Cyclone,Medium,10.7867,79.1378,Barren,81,284.39,0.104,Low,7,4593
2000,8,Nagapattinam,102.7,5,Heavy Rainfall,Medium,10.766,79.8424,Urban,79,81.13,0.053,Low,3,4853
2000,8,Cuddalore,58.3,1,River Overflow,Low,11.7447,79.768,Agriculture,67,39.06,0.027,Low,4,4606
2000,8,Villupuram,348.5,9,Dam Release,High,11.9369,79.4873,Water,94,327.59,0.1,Low,6,3036
2000,8,Kanyakumari,216.1,10,Cyclone,High,8.0883,77.5385,Urban,79,170.72,0.081,Low,5,720
2000,8,Dindigul,320.3,6,Cyclone,Medium,10.3673,77.9803,Urban,79,253.04,0.115,Low,2,854
2000,8,Karur,83.4,7,River Overflow,Medium,10.9601,78.0766,Agriculture,67,55.88,0.032,Low,8,3320
2000,8,Namakkal,259.0,5,River Overflow,Medium,11.2194,78.1674,Urban,79,204.61,0.132,Low,4,2343
2000,8,Krishnagiri,90.2,2,River Overflow,Low,12.5277,78.2144,Water,94,84.79,0.027,Low,3,3618
2000,8,Dharmapuri,207.7,7,River Overflow,Medium,12.1277,78.1579,Barren,81,168.24,0.053,Low,6,2238
2000,9,Chennai,184.3,4,Cyclone,Low,13.0827,80.2707,Forest,74,136.38,0.058,Low,2,4745
2000,9,Coimbatore,354.7,3,Cyclone,Medium,11.0168,76.9558,Barren,81,287.31,0.193,Low,1,976
2000,9,Madurai,336.9,8,Urban Drainage Failure,High,9.9252,78.1198,Urban,79,266.15,0.162,Low,5,2660
2000,9,Trichy,210.2,4,River Overflow,Medium,10.7905,78.7047,Urban,79,166.06,0.109,Low,2,4972
2000,9,Salem,275.8,6,Urban Drainage Failure,Medium,11.6643,78.146,Water,94,259.25,0.079,Low,7,1704
2000,9,Erode,305.8,3,Cyclone,Medium,11.341,77.7172,Water,94,287.45,0.172,Low,6,4447
2000,9,Tirunelveli,457.4,5,Heavy Rainfall,High,8.7139,77.7567,Agriculture,67,306.46,0.146,Low,2,914
2000,9,Thoothukudi,398.5,1,Dam Release,Medium,8.7642,78.1348,Water,94,374.59,0.196,Low,5,488
2000,9,Vellore,313.6,5,Dam Release,Medium,12.9165,79.1325,Urban,79,247.74,0.093,Low,4,3560
2000,9,Kanchipuram,323.9,1,River Overflow,Medium,12.8342,79.7036,Forest,74,239.69,0.099,Low,8,2451
2000,9,Tiruvallur,222.7,8,River Overflow,High,13.143,79.9089,Agriculture,67,149.21,0.055,Low,3,275
2000,9,Thanjavur,368.5,6,Heavy Rainfall,Medium,10.7867,79.1378,Urban,79,291.12,0.127,Low,1,4715
2000,9,Nagapattinam,319.0,7,Urban Drainage Failure,Medium,10.766,79.8424,Forest,74,236.06,0.094,Low,6,3473
2000,9,Cuddalore,254.9,9,Heavy Rainfall,High,11.7447,79.768,Urban,79,201.37,0.107,Low,4,690
2000,9,Villupuram,456.8,9,Dam Release,High,11.9369,79.4873,Urban,79,360.87,0.188,Low,7,1970
2000,9,Kanyakumari,401.9,5,Urban Drainage Failure,High,8.0883,77.5385,Barren,81,325.54,0.223,Low,6,1472
2000,9,Dindigul,154.2,9,River Overflow,High,10.3673,77.9803,Agriculture,67,103.31,0.06,Low,3,2197
2000,9,Karur,283.4,3,Heavy Rainfall,Medium,10.9601,78.0766,Urban,79,223.89,0.088,Low,1,1738
2000,9,Namakkal,153.6,8,Urban Drainage Failure,High,11.2194,78.1674,Agriculture,67,102.91,0.046,Low,5,2201
2000,9,Krishnagiri,97.9,10,Cyclone,High,12.5277,78.2144,Barren,81,79.3,0.038,Low,6,3699
2000,9,Dharmapuri,314.2,3,Heavy Rainfall,Medium,12.1277,78.1579,Water,94,295.35,0.183,Low,2,4840
2000,10,Chennai,61.9,2,Urban Drainage Failure,Low,13.0827,80.2707,Barren,81,50.14,0.029,Low,8,4788
2000,10,Coimbatore,278.2,6,River Overflow,Medium,11.0168,76.9558,Urban,79,219.78,0.099,Low,7,1482
2000,10,Madurai,84.9,6,Cyclone,Medium,9.9252,78.1198,Urban,79,67.07,0.024,Low,1,1238
2000,10,Trichy,590.3,9,River Overflow,High,10.7905,78.7047,Forest,74,436.82,0.138,Low,2,1845
2000,10,Salem,290.1,5,Urban Drainage Failure,Medium,11.6643,78.146,Water,94,272.69,0.105,Low,7,869
2000,10,Erode,157.5,5,Urban Drainage Failure,Medium,11.341,77.7172,Agriculture,67,105.52,0.054,Low,7,2102
2000,10,Tirunelveli,364.0,5,Dam Release,Medium,8.7139,77.7567,Barren,81,294.84,0.155,Low,7,1023
2000,10,Thoothukudi,363.2,3,Dam Release,Medium,8.7642,78.1348,Urban,79,286.93,0.195,Low,4,3321
2000,10,Vellore,342.7,2,Cyclone,Medium,12.9165,79.1325,Water,94,322.14,0.192,Low,1,941
2000,10,Kanchipuram,398.8,3,Urban Drainage Failure,Medium,12.8342,79.7036,Water,94,374.87,0.259,Low,8,1658
2000,10,Tiruvallur,212.0,1,Cyclone,Medium,13.143,79.9089,Water,94,199.28,0.072,Low,3,3938
2000,10,Thanjavur,468.3,2,Urban Drainage Failure,High,10.7867,79.1378,Barren,81,379.32,0.249,Low,3,2013
2000,10,Nagapattinam,533.5,7,Cyclone,High,10.766,79.8424,Agriculture,67,357.44,0.234,Low,5,3224
2000,10,Cuddalore,64.3,5,Cyclone,Medium,11.7447,79.768,Agriculture,67,43.08,0.023,Low,7,4199
2000,10,Villupuram,403.3,5,Cyclone,High,11.9369,79.4873,Barren,81,326.67,0.206,Low,3,3113
2000,10,Kanyakumari,221.7,1,Cyclone,Medium,8.0883,77.5385,Water,94,208.4,0.127,Low,1,885
2000,10,Dindigul,332.1,5,Dam Release,Medium,10.3673,77.9803,Urban,79,262.36,0.12,Low,1,337
2000,10,Karur,479.8,3,Urban Drainage Failure,High,10.9601,78.0766,Forest,74,355.05,0.15,Low,5,2202
2000,10,Namakkal,91.9,4,Cyclone,Low,11.2194,78.1674,Water,94,86.39,0.055,Low,5,1820
2000,10,Krishnagiri,449.9,5,Dam Release,High,12.5277,78.2144,Urban,79,355.42,0.129,Low,3,1799
2000,10,Dharmapuri,518.4,7,River Overflow,High,12.1277,78.1579,Barren,81,419.9,0.267,Low,5,2153
2000,11,Chennai,487.3,6,Heavy Rainfall,High,13.0827,80.2707,Agriculture,67,326.49,0.154,Low,2,2208
2000,11,Coimbatore,504.7,9,Heavy Rainfall,High,11.0168,76.9558,Water,94,474.42,0.195,Low,2,4711
2000,11,Madurai,516.7,6,River Overflow,High,9.9252,78.1198,Water,94,485.7,0.264,Low,6,1445
2000,11,Trichy,464.1,3,River Overflow,High,10.7905,78.7047,Barren,81,375.92,0.22,Low,4,1680
2000,11,Salem,316.5,2,Heavy Rainfall,Medium,11.6643,78.146,Urban,79,250.04,0.098,Low,8,4545
2000,11,Erode,549.5,6,Heavy Rainfall,High,11.341,77.7172,Water,94,516.53,0.244,Low,3,1407
2000,11,Tirunelveli,535.3,7,Urban Drainage Failure,High,8.7139,77.7567,Forest,74,396.12,0.275,Low,6,2321
2000,11,Thoothukudi,397.9,6,Urban Drainage Failure,Medium,8.7642,78.1348,Water,94,374.03,0.117,Low,5,4121
2000,11,Vellore,511.1,4,Dam Release,High,12.9165,79.1325,Urban,79,403.77,0.203,Low,3,4928
2000,11,Kanchipuram,329.5,4,Heavy Rainfall,Medium,12.8342,79.7036,Urban,79,260.3,0.138,Low,8,1663
2000,11,Tiruvallur,62.0,8,Urban Drainage Failure,High,13.143,79.9089,Urban,79,48.98,0.027,Low,4,4248
2000,11,Thanjavur,514.4,3,Cyclone,High,10.7867,79.1378,Barren,81,416.66,0.25,Low,7,4024
2000,11,Nagapattinam,563.1,2,Urban Drainage Failure,High,10.766,79.8424,Agriculture,67,377.28,0.176,Low,1,4777
2000,11,Cuddalore,341.5,6,River Overflow,Medium,11.7447,79.768,Urban,79,269.79,0.082,Low,1,2616
2000,11,Villupuram,212.3,3,Heavy Rainfall,Medium,11.9369,79.4873,Urban,79,167.72,0.071,Low,3,3759
2000,11,Kanyakumari,173.6,7,Dam Release,Medium,8.0883,77.5385,Barren,81,140.62,0.066,Low,2,1936
2000,11,Dindigul,116.4,8,Cyclone,High,10.3673,77.9803,Agriculture,67,77.99,0.053,Low,4,3536
2000,11,Karur,362.5,9,Urban Drainage Failure,High,10.9601,78.0766,Agriculture,67,242.88,0.121,Low,1,1105
2000,11,Namakkal,366.0,6,River Overflow,Medium,11.2194,78.1674,Barren,81,296.46,0.185,Low,2,1192
2000,11,Krishnagiri,261.7,4,Cyclone,Medium,12.5277,78.2144,Water,94,246.0,0.12,Low,8,4652
